Company Name,Product Name,Price,Quantity,Total Value,Date of Sale,Category,Region,Payment Method,Discount,Sales Representative,Sales Channel,Promotion,Product Category,Month of Sale,Revenue
Clark-Johnson,Remember Knowledge,106.25,58,6162.5,2025-01-05,Moda,Sul,Dinheiro,5,Mr. Ryan Carroll III,Loja Física,Black Friday,Casa e Decoração,1,6162.5
"Lara, Jones and Jensen",Hundred Minute,368.39,89,32786.71,2025-01-29,Moda,Nordeste,Pix,5,Stephanie Davis,Online,Promoção de Natal,Eletrônicos,1,32786.71
Scott-White,Bank Writer,451.58,98,44254.84,2025-01-27,Eletrônicos,Rio de Janeiro,Dinheiro,0,Andrew Burke,Online,Nenhuma,Roupas,1,44254.84
Miller Ltd,Dream None,348.19,54,18802.26,2025-01-07,Acessórios,Sul,Dinheiro,0,Dr. Bryan Villanueva,Loja Física,Promoção de Natal,Eletrônicos,1,18802.26
Ward Inc,Daughter By,292.7,10,2927.0,2025-01-22,Moda,Sul,Pix,10,Mitchell Thompson,Online,Promoção de Natal,Roupas,1,2927.0
Miller-Meadows,Cut Personal,279.38,92,25702.96,2025-01-27,Moda,Sul,Cartão de Crédito,20,Harold Jones,Telemarketing,Liquidação de Verão,Casa e Decoração,1,25702.96
"Cohen, Barton and Olsen",Cultural Wrong,351.85,61,21462.85,2025-02-23,Acessórios,Rio de Janeiro,Cartão de Crédito,5,Katherine Lam,Telemarketing,Promoção de Natal,Eletrônicos,2,21462.850000000002
Leach-Johnson,Product Almost,191.85,15,2877.75,2025-01-07,Eletrônicos,Nordeste,Cartão de Crédito,5,Tammy Smith,Online,Liquidação de Verão,Eletrônicos,1,2877.75
Smith Ltd,Unit Style,52.96,18,953.28,2025-02-22,Alimentos,Rio de Janeiro,Pix,10,David Sims,Loja Física,Black Friday,Saúde e Beleza,2,953.28
"Doyle, Delgado and Lynn",Painting Some,440.57,25,11014.25,2025-01-12,Moda,Sul,Dinheiro,5,Sharon Sherman,Loja Física,Black Friday,Roupas,1,11014.25
"Morales, Cooper and Washington",Become Three,288.46,29,8365.34,2025-01-21,Eletrônicos,Nordeste,Cartão de Crédito,20,Douglas Fields,Telemarketing,Nenhuma,Eletrônicos,1,8365.34
Lee-Marshall,Class Social,423.87,98,41539.26,2025-02-08,Moda,São Paulo,Pix,5,John Roman,Online,Promoção de Natal,Roupas,2,41539.26
Garcia PLC,Forward Ready,435.33,60,26119.8,2025-01-01,Eletrônicos,Rio de Janeiro,Pix,10,James Lopez,Telemarketing,Black Friday,Eletrônicos,1,26119.8
"Miller, Erickson and Taylor",Deep Nation,412.58,16,6601.28,2025-02-23,Alimentos,Sul,Cartão de Crédito,10,Jeremy Woods,Online,Black Friday,Casa e Decoração,2,6601.28
"Ponce, Lee and Brady",Analysis Human,402.88,27,10877.76,2025-02-22,Moda,Sul,Cartão de Crédito,0,Rodney Pacheco,Loja Física,Nenhuma,Casa e Decoração,2,10877.76
Pope-Caldwell,All Positive,498.11,6,2988.66,2025-02-12,Alimentos,Rio de Janeiro,Boleto,20,Brandon Sanchez,Loja Física,Promoção de Natal,Casa e Decoração,2,2988.66
Clay-Lee,Animal Possible,32.77,56,1835.12,2025-02-19,Eletrônicos,Nordeste,Pix,5,Jeremiah Harris,Telemarketing,Liquidação de Verão,Roupas,2,1835.1200000000001
"Jones, Walker and Nguyen",Wind Sometimes,350.8,73,25608.4,2025-02-22,Moda,Rio de Janeiro,Cartão de Crédito,20,Jennifer Lambert,Loja Física,Liquidação de Verão,Roupas,2,25608.4
"Williamson, Black and Robles",Service Interest,62.96,81,5099.76,2025-02-02,Acessórios,Sul,Cartão de Crédito,0,Ian Bernard,Loja Física,Nenhuma,Casa e Decoração,2,5099.76
"King, Jones and Irwin",Sort Smile,329.39,50,16469.5,2025-02-21,Moda,Rio de Janeiro,Pix,0,Jean Hardy,Online,Liquidação de Verão,Eletrônicos,2,16469.5
Villarreal-Carter,All Decade,495.89,93,46117.77,2025-02-22,Acessórios,Rio de Janeiro,Dinheiro,5,Brenda Kerr,Online,Black Friday,Roupas,2,46117.77
Rivers-King,Red Teach,359.67,85,30571.95,2025-02-03,Acessórios,São Paulo,Pix,0,Matthew Rodriguez,Telemarketing,Black Friday,Roupas,2,30571.95
Mills LLC,Room First,123.75,68,8415.0,2025-02-17,Eletrônicos,São Paulo,Pix,20,Lori Jones PhD,Loja Física,Nenhuma,Saúde e Beleza,2,8415.0
Garcia-Harris,Air Growth,409.34,57,23332.38,2025-02-15,Moda,Nordeste,Dinheiro,10,Samantha Gaines,Loja Física,Liquidação de Verão,Roupas,2,23332.379999999997
"Pearson, Smith and Adams",Could Discover,370.11,96,35530.56,2025-01-01,Alimentos,São Paulo,Boleto,5,Cory Pham,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,35530.56
Phillips-Lopez,Where Identify,335.49,58,19458.42,2025-01-17,Moda,São Paulo,Boleto,0,Kenneth Butler,Loja Física,Black Friday,Eletrônicos,1,19458.420000000002
Bradley Ltd,That Her,223.28,14,3125.92,2025-01-17,Acessórios,Rio de Janeiro,Boleto,20,Rachel Miller,Loja Física,Promoção de Natal,Roupas,1,3125.92
Blanchard-Jackson,Issue Professional,225.71,61,13768.31,2025-01-02,Eletrônicos,Nordeste,Cartão de Crédito,5,Barbara Willis,Loja Física,Liquidação de Verão,Eletrônicos,1,13768.310000000001
Erickson-Miller,Piece Society,401.13,13,5214.69,2025-01-07,Acessórios,Sul,Dinheiro,0,Jason Price,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,5214.69
Hopkins-Dougherty,Art More,146.95,8,1175.6,2025-02-02,Eletrônicos,Rio de Janeiro,Boleto,20,Justin Mueller,Loja Física,Promoção de Natal,Saúde e Beleza,2,1175.6
"Andrews, Clark and Green",Would Soon,32.61,62,2021.82,2025-02-05,Eletrônicos,São Paulo,Boleto,20,Gary Moore,Loja Física,Liquidação de Verão,Saúde e Beleza,2,2021.82
Bradley-Wright,Represent Test,371.03,91,33763.73,2025-01-07,Moda,Sul,Boleto,5,Timothy Lewis,Online,Liquidação de Verão,Eletrônicos,1,33763.729999999996
Alvarez and Sons,Environmental Gun,138.0,25,3450.0,2025-02-09,Alimentos,São Paulo,Dinheiro,5,Michael Le,Loja Física,Black Friday,Eletrônicos,2,3450.0
Cervantes Inc,Agree Turn,404.56,49,19823.44,2025-01-27,Moda,Nordeste,Cartão de Crédito,5,Diane Davis,Online,Black Friday,Eletrônicos,1,19823.44
"Harris, Wells and Ware",So Myself,218.32,3,654.96,2025-01-05,Acessórios,Rio de Janeiro,Boleto,0,Miranda Rodgers,Online,Nenhuma,Saúde e Beleza,1,654.96
Johnson Ltd,Great Girl,364.55,48,17498.4,2025-02-05,Acessórios,Rio de Janeiro,Boleto,20,Timothy Simpson,Online,Black Friday,Eletrônicos,2,17498.4
Francis PLC,Door Certainly,136.86,51,6979.86,2025-02-24,Alimentos,Sul,Dinheiro,10,Dan Harrison,Telemarketing,Promoção de Natal,Eletrônicos,2,6979.860000000001
"Hernandez, Baker and Miranda",Administration Threat,325.95,61,19882.95,2025-01-11,Eletrônicos,São Paulo,Dinheiro,20,Cameron Watkins,Telemarketing,Black Friday,Roupas,1,19882.95
"Contreras, Craig and Yu",Rule Officer,81.42,89,7246.38,2025-01-10,Acessórios,Sul,Cartão de Crédito,20,Dale Smith,Telemarketing,Liquidação de Verão,Roupas,1,7246.38
"Thomas, Boyd and Lewis",Vote Kitchen,185.38,65,12049.7,2025-01-30,Alimentos,Rio de Janeiro,Dinheiro,0,Brenda Watson,Loja Física,Black Friday,Saúde e Beleza,1,12049.699999999999
Glenn Ltd,Get Right,126.97,4,507.88,2025-01-21,Moda,São Paulo,Pix,10,Danielle Roberts,Loja Física,Promoção de Natal,Eletrônicos,1,507.88
"Brown, Maxwell and Mendoza",Food Professor,281.01,65,18265.65,2025-01-18,Alimentos,Nordeste,Dinheiro,5,Stephanie Turner,Loja Física,Nenhuma,Roupas,1,18265.649999999998
Moore-Mercado,Cover Message,342.05,54,18470.7,2025-02-21,Eletrônicos,Sul,Boleto,10,Jonathan King,Online,Black Friday,Casa e Decoração,2,18470.7
"Stephens, Woods and Page",Town Pull,234.73,28,6572.44,2025-01-08,Acessórios,Sul,Cartão de Crédito,10,Debra Bailey,Loja Física,Black Friday,Saúde e Beleza,1,6572.44
"Johnson, Clay and Bowers",Speak Shake,55.32,55,3042.6,2025-02-13,Moda,Nordeste,Boleto,0,Jeremiah Dennis,Online,Liquidação de Verão,Roupas,2,3042.6
Cole-Simon,Not Beautiful,343.62,61,20960.82,2025-02-04,Eletrônicos,São Paulo,Cartão de Crédito,10,Dana Castro,Telemarketing,Promoção de Natal,Casa e Decoração,2,20960.82
Patrick Inc,Few Form,453.61,16,7257.76,2025-02-08,Moda,Sul,Boleto,10,Richard Figueroa,Telemarketing,Nenhuma,Eletrônicos,2,7257.76
Robertson Group,Agreement Special,100.92,18,1816.56,2025-01-05,Acessórios,Nordeste,Cartão de Crédito,0,Katelyn Atkins,Loja Física,Black Friday,Saúde e Beleza,1,1816.56
Collins Inc,Strong System,497.14,88,43748.32,2025-01-09,Eletrônicos,Sul,Pix,0,Alexis Ayala,Online,Nenhuma,Roupas,1,43748.32
"Velasquez, Little and Baxter",Catch Tree,255.94,83,21243.02,2025-01-13,Moda,Nordeste,Boleto,20,Thomas Wells,Loja Física,Black Friday,Saúde e Beleza,1,21243.02
"Hamilton, Murphy and Williams",Enough Democratic,313.37,18,5640.66,2025-02-12,Eletrônicos,Rio de Janeiro,Pix,5,Julie Johnson,Online,Black Friday,Roupas,2,5640.66
Rodriguez-Wood,Score Marriage,494.41,81,40047.21,2025-01-20,Acessórios,Sul,Boleto,10,Kathryn Arias,Online,Liquidação de Verão,Roupas,1,40047.21
Williams Inc,Price Car,340.3,85,28925.5,2025-02-10,Alimentos,Sul,Dinheiro,10,Chad Hancock,Loja Física,Promoção de Natal,Casa e Decoração,2,28925.5
"Russo, Wood and Lamb",Realize Statement,13.14,58,762.12,2025-01-30,Alimentos,Sul,Pix,20,Melissa Miller,Online,Black Friday,Eletrônicos,1,762.12
Harvey-Ford,Win Stage,286.78,26,7456.28,2025-02-17,Acessórios,Sul,Boleto,10,Crystal Reese,Loja Física,Black Friday,Saúde e Beleza,2,7456.279999999999
Robbins Ltd,Keep Executive,160.77,54,8681.58,2025-01-08,Eletrônicos,São Paulo,Boleto,20,Jennifer Page,Telemarketing,Promoção de Natal,Casa e Decoração,1,8681.58
"Robertson, Welch and Ray",Feel Run,496.76,36,17883.36,2025-02-18,Acessórios,Nordeste,Dinheiro,10,Phillip Gross,Loja Física,Liquidação de Verão,Roupas,2,17883.36
"Cook, Howard and Gonzales",Politics Laugh,34.1,16,545.6,2025-01-17,Alimentos,São Paulo,Dinheiro,20,Mark Martinez,Telemarketing,Nenhuma,Casa e Decoração,1,545.6
Carter-Brown,Politics Feeling,413.0,40,16520.0,2025-01-25,Eletrônicos,São Paulo,Boleto,5,Marisa Rogers,Loja Física,Nenhuma,Eletrônicos,1,16520.0
"Wolfe, Kelly and Berg",Grow No,51.15,36,1841.4,2025-01-06,Eletrônicos,Rio de Janeiro,Pix,5,Gina Yoder,Loja Física,Liquidação de Verão,Eletrônicos,1,1841.3999999999999
Gutierrez Ltd,Development Police,332.62,27,8980.74,2025-01-22,Eletrônicos,Nordeste,Dinheiro,0,Alison Martinez,Telemarketing,Liquidação de Verão,Eletrônicos,1,8980.74
Jones-Hunter,Smile Security,310.14,8,2481.12,2025-02-08,Moda,Nordeste,Pix,20,Kevin Miller,Telemarketing,Black Friday,Casa e Decoração,2,2481.12
Jacobs-Williams,May Market,45.05,28,1261.4,2025-01-21,Moda,Nordeste,Dinheiro,5,Daniel Padilla,Online,Liquidação de Verão,Saúde e Beleza,1,1261.3999999999999
Bradshaw Inc,Fall Less,417.79,77,32169.83,2025-02-21,Alimentos,Sul,Dinheiro,20,Susan Ramos,Telemarketing,Promoção de Natal,Saúde e Beleza,2,32169.83
"Petersen, Nelson and Ford",Those South,133.94,41,5491.54,2025-01-07,Alimentos,Nordeste,Cartão de Crédito,10,Jason Clark,Online,Promoção de Natal,Roupas,1,5491.54
Bates Inc,Defense Statement,429.26,79,33911.54,2025-01-08,Alimentos,Sul,Boleto,20,Adam Fox,Telemarketing,Promoção de Natal,Roupas,1,33911.54
Benson-Johnson,Certain Position,84.42,75,6331.5,2025-01-19,Alimentos,Sul,Cartão de Crédito,0,Kimberly Hernandez,Online,Black Friday,Casa e Decoração,1,6331.5
Matthews-Anderson,Bring Third,333.3,47,15665.1,2025-02-04,Eletrônicos,Nordeste,Boleto,10,Gregory Snyder,Online,Liquidação de Verão,Eletrônicos,2,15665.1
Ayala Group,Happy New,357.02,46,16422.92,2025-01-23,Eletrônicos,São Paulo,Dinheiro,10,Andrew Stark,Telemarketing,Black Friday,Roupas,1,16422.92
"Clark, Flynn and Rodriguez",History Another,155.67,20,3113.4,2025-02-23,Acessórios,Sul,Cartão de Crédito,10,Keith Austin,Online,Promoção de Natal,Eletrônicos,2,3113.3999999999996
Campbell LLC,Campaign Name,83.68,68,5690.24,2025-01-14,Moda,São Paulo,Cartão de Crédito,10,Jennifer Wilson,Online,Black Friday,Saúde e Beleza,1,5690.240000000001
Schaefer Inc,Benefit Business,269.73,66,17802.18,2025-01-13,Moda,Rio de Janeiro,Pix,0,Maria Costa,Online,Black Friday,Saúde e Beleza,1,17802.18
Hamilton Inc,Particular Tough,357.75,66,23611.5,2025-01-01,Acessórios,São Paulo,Cartão de Crédito,0,Daniel Lane,Online,Promoção de Natal,Eletrônicos,1,23611.5
"Humphrey, King and Stone",Edge Head,424.6,47,19956.2,2025-02-19,Alimentos,São Paulo,Dinheiro,5,Tracie Lopez,Telemarketing,Liquidação de Verão,Roupas,2,19956.2
Bailey PLC,Summer Fly,498.97,33,16466.01,2025-02-26,Alimentos,São Paulo,Boleto,5,Michelle Floyd,Loja Física,Liquidação de Verão,Roupas,2,16466.010000000002
Meadows-Tate,Three Collection,479.48,84,40276.32,2025-01-04,Moda,São Paulo,Boleto,0,Sarah Merritt,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,40276.32
"Sheppard, Holt and Bird",Key Energy,137.61,21,2889.81,2025-01-25,Moda,Sul,Pix,10,Julie Cole,Telemarketing,Liquidação de Verão,Roupas,1,2889.8100000000004
Reilly-Sosa,Represent Create,342.49,9,3082.41,2025-01-28,Moda,Nordeste,Cartão de Crédito,10,Kathy Martinez,Telemarketing,Nenhuma,Eletrônicos,1,3082.41
"Davis, Andrews and Stewart",Middle Western,361.9,9,3257.1,2025-01-29,Acessórios,Nordeste,Cartão de Crédito,5,Jesse James,Telemarketing,Nenhuma,Roupas,1,3257.1
Smith-Williams,Despite Who,177.76,51,9065.76,2025-01-31,Moda,Sul,Pix,5,Taylor Smith,Telemarketing,Liquidação de Verão,Casa e Decoração,1,9065.76
Mason-Jackson,Create Past,198.42,95,18849.9,2025-01-14,Eletrônicos,Rio de Janeiro,Pix,0,Tara Brewer MD,Telemarketing,Black Friday,Eletrônicos,1,18849.899999999998
Garcia Inc,Reveal Fine,183.71,36,6613.56,2025-02-23,Eletrônicos,São Paulo,Dinheiro,0,Willie Phillips,Telemarketing,Nenhuma,Roupas,2,6613.56
Holmes Ltd,Point Heavy,183.62,26,4774.12,2025-01-19,Acessórios,Nordeste,Cartão de Crédito,5,Tammy Martinez,Online,Nenhuma,Roupas,1,4774.12
Smith and Sons,Population Present,426.19,76,32390.44,2025-02-20,Alimentos,Rio de Janeiro,Boleto,10,Rachel Mcbride,Online,Promoção de Natal,Roupas,2,32390.44
Sandoval PLC,Kitchen Dark,437.62,29,12690.98,2025-01-19,Acessórios,Sul,Boleto,10,Michael Williams Jr.,Loja Física,Nenhuma,Saúde e Beleza,1,12690.98
"Jones, Ortega and Rice",Physical Entire,371.22,89,33038.58,2025-01-11,Moda,Sul,Dinheiro,5,Alfred Tucker,Loja Física,Promoção de Natal,Saúde e Beleza,1,33038.58
Hess PLC,Myself Base,490.02,2,980.04,2025-01-20,Eletrônicos,Rio de Janeiro,Pix,20,Kathy Miller,Loja Física,Nenhuma,Eletrônicos,1,980.04
"Wagner, Graham and Mooney",World Really,438.44,86,37705.84,2025-01-16,Eletrônicos,Nordeste,Dinheiro,20,Joseph Chambers,Loja Física,Black Friday,Eletrônicos,1,37705.84
"Herman, Flores and Jackson",Late Source,358.98,98,35180.04,2025-02-26,Eletrônicos,São Paulo,Cartão de Crédito,5,David Chavez,Loja Física,Black Friday,Saúde e Beleza,2,35180.04
Booth and Sons,Behind Behavior,248.68,90,22381.2,2025-01-07,Eletrônicos,São Paulo,Dinheiro,10,Mario Johnson,Online,Promoção de Natal,Casa e Decoração,1,22381.2
Kidd-Rich,Surface Huge,410.93,85,34929.05,2025-02-04,Acessórios,Sul,Pix,20,Danielle Morgan,Telemarketing,Promoção de Natal,Saúde e Beleza,2,34929.05
Murphy Inc,Program Consider,224.24,87,19508.88,2025-01-01,Alimentos,Rio de Janeiro,Pix,10,Michael Williams,Loja Física,Liquidação de Verão,Eletrônicos,1,19508.88
Nguyen Inc,Task Land,51.48,81,4169.88,2025-02-21,Acessórios,Sul,Pix,20,Margaret Garza,Online,Promoção de Natal,Roupas,2,4169.88
"Lewis, Terry and Prince",Today Out,54.67,8,437.36,2025-01-13,Acessórios,Sul,Boleto,5,Stacey Jordan,Loja Física,Nenhuma,Roupas,1,437.36
Myers-Wright,May Little,197.72,15,2965.8,2025-01-12,Moda,Sul,Pix,5,John Wells,Telemarketing,Black Friday,Eletrônicos,1,2965.8
"Harris, Hawkins and Thompson",Current Health,66.35,76,5042.6,2025-02-26,Acessórios,Rio de Janeiro,Boleto,10,Tamara Dixon,Loja Física,Liquidação de Verão,Saúde e Beleza,2,5042.599999999999
Allen LLC,Scene Cut,175.35,77,13501.95,2025-01-28,Acessórios,Sul,Dinheiro,5,Alejandro Williams,Loja Física,Promoção de Natal,Eletrônicos,1,13501.949999999999
Fletcher Group,To Join,402.31,86,34598.66,2025-01-07,Alimentos,São Paulo,Cartão de Crédito,0,Courtney Young,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,34598.66
"Benjamin, Rich and Jacobs",Industry Notice,40.22,12,482.64,2025-02-16,Moda,Nordeste,Pix,0,Jennifer Mora,Loja Física,Black Friday,Eletrônicos,2,482.64
West-Saunders,Popular Answer,104.24,10,1042.4,2025-01-11,Eletrônicos,São Paulo,Cartão de Crédito,20,Paul Lee,Loja Física,Liquidação de Verão,Roupas,1,1042.3999999999999
"Marshall, Medina and Ramos",Affect Travel,44.98,66,2968.68,2025-01-02,Alimentos,Rio de Janeiro,Boleto,0,Andrew Villanueva,Telemarketing,Promoção de Natal,Casa e Decoração,1,2968.68
Jones PLC,Eye Share,78.67,49,3854.83,2025-02-13,Moda,Rio de Janeiro,Cartão de Crédito,0,Carrie Williams,Loja Física,Nenhuma,Saúde e Beleza,2,3854.83
Cohen-Hanna,Business Specific,436.55,91,39726.05,2025-02-10,Eletrônicos,Sul,Cartão de Crédito,5,Kent Jackson,Online,Promoção de Natal,Eletrônicos,2,39726.05
"Castillo, Calderon and Lewis",Modern Staff,215.56,78,16813.68,2025-02-01,Alimentos,Sul,Cartão de Crédito,20,Alexander Solis,Online,Promoção de Natal,Roupas,2,16813.68
Boone-Smith,Fly Street,103.36,86,8888.96,2025-02-04,Acessórios,São Paulo,Pix,10,Katie Osborne,Loja Física,Nenhuma,Roupas,2,8888.96
"Moreno, Cervantes and Shaw",Indicate Risk,285.31,90,25677.9,2025-01-04,Alimentos,Sul,Pix,5,Kim Huynh,Online,Promoção de Natal,Roupas,1,25677.9
Simpson LLC,Than Alone,216.17,53,11457.01,2025-02-21,Moda,Nordeste,Dinheiro,20,Edwin Pennington,Telemarketing,Nenhuma,Eletrônicos,2,11457.01
"Rios, Phillips and Rivera",Foreign Act,128.44,9,1155.96,2025-01-12,Moda,Rio de Janeiro,Dinheiro,20,Andrew Rodriguez,Loja Física,Black Friday,Saúde e Beleza,1,1155.96
Meadows PLC,Able Itself,253.98,11,2793.78,2025-02-05,Alimentos,Rio de Janeiro,Boleto,5,Robin Baker,Telemarketing,Promoção de Natal,Saúde e Beleza,2,2793.7799999999997
"Stewart, Wolf and Lamb",Behind Election,460.07,80,36805.6,2025-01-25,Eletrônicos,São Paulo,Pix,20,Ryan Figueroa,Online,Liquidação de Verão,Saúde e Beleza,1,36805.6
Terrell-Ballard,Paper Floor,253.73,78,19790.94,2025-02-12,Alimentos,São Paulo,Cartão de Crédito,5,Jesse Peterson,Telemarketing,Black Friday,Roupas,2,19790.94
Brown LLC,Growth Building,12.18,37,450.66,2025-02-06,Eletrônicos,Nordeste,Dinheiro,20,Todd Vargas,Loja Física,Promoção de Natal,Roupas,2,450.65999999999997
Tapia Ltd,Significant Vote,12.6,31,390.6,2025-02-03,Eletrônicos,Sul,Cartão de Crédito,5,Kathleen Wright,Loja Física,Black Friday,Casa e Decoração,2,390.59999999999997
James LLC,Fact He,449.58,29,13037.82,2025-01-03,Acessórios,Rio de Janeiro,Boleto,0,Amber Lopez,Online,Black Friday,Eletrônicos,1,13037.82
"James, English and Boyd",After Admit,32.34,33,1067.22,2025-01-21,Alimentos,Nordeste,Boleto,20,Carla Hines,Online,Liquidação de Verão,Roupas,1,1067.22
Sims LLC,Reach Edge,424.86,79,33563.94,2025-02-07,Acessórios,Sul,Boleto,10,William Johnson,Online,Promoção de Natal,Saúde e Beleza,2,33563.94
Reeves and Sons,Agree Professional,180.68,46,8311.28,2025-01-01,Acessórios,Rio de Janeiro,Pix,0,Lisa Cole,Telemarketing,Liquidação de Verão,Eletrônicos,1,8311.28
Parrish-Cruz,Herself Mission,217.85,15,3267.75,2025-02-21,Alimentos,Sul,Dinheiro,0,Jason Grant,Telemarketing,Nenhuma,Roupas,2,3267.75
Doyle LLC,West Above,100.39,26,2610.14,2025-02-02,Moda,Nordeste,Dinheiro,5,Danielle Gomez,Loja Física,Nenhuma,Casa e Decoração,2,2610.14
Shepherd-Rivera,Bring Just,430.34,54,23238.36,2025-01-02,Alimentos,Nordeste,Dinheiro,20,Jerry Meadows,Loja Física,Black Friday,Casa e Decoração,1,23238.359999999997
Thomas-Weaver,Song Explain,226.9,73,16563.7,2025-01-10,Acessórios,Nordeste,Boleto,5,Brandy Ramirez,Loja Física,Liquidação de Verão,Eletrônicos,1,16563.7
Powell-Bennett,Window Speech,263.84,29,7651.36,2025-02-01,Eletrônicos,Sul,Boleto,5,Jeffrey Lester,Telemarketing,Nenhuma,Saúde e Beleza,2,7651.36
Sampson-Phillips,Similar Even,395.82,45,17811.9,2025-01-25,Eletrônicos,São Paulo,Boleto,5,Jeremy Soto,Loja Física,Nenhuma,Saúde e Beleza,1,17811.9
King and Sons,Respond Trial,246.92,2,493.84,2025-01-05,Moda,Nordeste,Boleto,10,Lindsay Taylor,Online,Black Friday,Roupas,1,493.84
Glover-Lewis,President Road,315.36,62,19552.32,2025-01-25,Acessórios,São Paulo,Dinheiro,5,Cathy White,Telemarketing,Promoção de Natal,Casa e Decoração,1,19552.32
"Davies, Crane and Watts",Ten Cut,427.57,5,2137.85,2025-01-24,Eletrônicos,Nordeste,Boleto,5,Dr. Mary Harvey,Telemarketing,Black Friday,Saúde e Beleza,1,2137.85
Kidd-Buchanan,Task Evidence,448.16,20,8963.2,2025-01-06,Acessórios,São Paulo,Cartão de Crédito,20,Debra Harper,Online,Black Friday,Saúde e Beleza,1,8963.2
"Lang, Gutierrez and Cooper",Over Effect,366.66,71,26032.86,2025-02-22,Acessórios,Rio de Janeiro,Boleto,10,Christy Anthony,Telemarketing,Black Friday,Saúde e Beleza,2,26032.86
Thompson PLC,Sport Less,127.39,94,11974.66,2025-01-21,Moda,Sul,Boleto,20,Tamara Nelson,Online,Black Friday,Casa e Decoração,1,11974.66
Ruiz Ltd,Over Power,242.33,52,12601.16,2025-02-07,Alimentos,Rio de Janeiro,Dinheiro,10,Catherine Fox,Telemarketing,Promoção de Natal,Eletrônicos,2,12601.16
Graves-Trevino,There Democratic,165.91,7,1161.37,2025-02-10,Moda,Nordeste,Pix,5,Dr. Sharon Brown,Telemarketing,Black Friday,Roupas,2,1161.37
"Cochran, Price and Cantrell",Process Hair,248.23,35,8688.05,2025-02-21,Eletrônicos,São Paulo,Dinheiro,20,Jane Hogan,Online,Promoção de Natal,Saúde e Beleza,2,8688.05
"Stevenson, Jenkins and Robinson",Single Question,184.78,56,10347.68,2025-01-07,Eletrônicos,Rio de Janeiro,Pix,5,Jesse Casey,Telemarketing,Nenhuma,Eletrônicos,1,10347.68
Perry and Sons,Memory It,274.44,95,26071.8,2025-02-14,Alimentos,São Paulo,Cartão de Crédito,10,Kevin Thompson,Online,Liquidação de Verão,Eletrônicos,2,26071.8
"James, Hopkins and Simpson",Interview Open,353.56,17,6010.52,2025-02-10,Eletrônicos,Sul,Boleto,5,Stefanie Myers,Loja Física,Promoção de Natal,Roupas,2,6010.52
Valenzuela PLC,Join No,222.61,55,12243.55,2025-01-13,Acessórios,Rio de Janeiro,Boleto,0,Adam Hale,Loja Física,Nenhuma,Eletrônicos,1,12243.550000000001
Molina-Torres,Glass Describe,26.05,67,1745.35,2025-01-04,Alimentos,São Paulo,Dinheiro,5,Michael Brown,Online,Promoção de Natal,Casa e Decoração,1,1745.3500000000001
"Hamilton, Hendricks and Jackson",Bill Stuff,367.91,7,2575.37,2025-02-10,Alimentos,Sul,Cartão de Crédito,10,Juan Snow,Telemarketing,Nenhuma,Casa e Decoração,2,2575.3700000000003
Torres-Harper,Gas Arrive,356.36,10,3563.6,2025-01-15,Alimentos,Sul,Pix,0,Michele Savage,Telemarketing,Black Friday,Eletrônicos,1,3563.6000000000004
Hendricks Group,Really Accept,327.73,65,21302.45,2025-01-07,Eletrônicos,Rio de Janeiro,Pix,10,Brandy Richards,Loja Física,Nenhuma,Eletrônicos,1,21302.45
Ward LLC,Defense Benefit,162.86,3,488.58,2025-01-13,Moda,Rio de Janeiro,Pix,20,Vickie Wood,Telemarketing,Black Friday,Roupas,1,488.58000000000004
Powell LLC,Boy Reach,490.43,29,14222.47,2025-01-11,Acessórios,Rio de Janeiro,Cartão de Crédito,0,Nicholas Gonzalez,Loja Física,Black Friday,Casa e Decoração,1,14222.47
Sanford Inc,Especially Need,17.14,80,1371.2,2025-01-27,Acessórios,São Paulo,Boleto,20,Erica Kaufman,Online,Liquidação de Verão,Eletrônicos,1,1371.2
Miller-Reynolds,Or Approach,231.46,32,7406.72,2025-01-25,Moda,Sul,Dinheiro,5,Elizabeth Gordon,Telemarketing,Black Friday,Saúde e Beleza,1,7406.72
"Sullivan, Smith and Drake",Author Debate,445.11,14,6231.54,2025-01-25,Eletrônicos,Nordeste,Cartão de Crédito,0,Cody Chapman,Loja Física,Liquidação de Verão,Casa e Decoração,1,6231.54
Cohen-Shaw,Nation Store,62.2,69,4291.8,2025-02-20,Eletrônicos,São Paulo,Boleto,5,Robert Mccarthy,Online,Promoção de Natal,Casa e Decoração,2,4291.8
"Young, York and Hunt",Them Less,235.17,55,12934.35,2025-02-20,Moda,Nordeste,Cartão de Crédito,0,Charles Black,Telemarketing,Liquidação de Verão,Saúde e Beleza,2,12934.349999999999
Hoffman Ltd,Movie Remain,169.79,56,9508.24,2025-01-17,Eletrônicos,São Paulo,Boleto,20,Joseph Hall,Telemarketing,Black Friday,Roupas,1,9508.24
Davidson-Rogers,Fight Turn,151.77,70,10623.9,2025-01-15,Alimentos,Sul,Dinheiro,0,Frederick Farmer,Telemarketing,Promoção de Natal,Roupas,1,10623.900000000001
